# time -- freq -- drive offset -- drive_amp -- sig_phase -- sig_amp1 -- sig_amp2...
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000004.dat
1579171226.080286 2.000000  4.769745e-01 1.893057e-02 -3.981302e+00  1.374326e-01  5.906988e-03  1.310368e-03
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000005.dat
1579171438.907562 2.000000  4.774783e-01 1.418790e-02 -4.119893e+00  9.780088e-02  9.339239e-04  1.077542e-03
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000006.dat
1579171651.753812 2.000000  4.774962e-01 9.438729e-03 -4.222480e+00  6.089441e-02  2.704466e-03  2.609363e-04
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000007.dat
1579171864.671639 2.000000  4.772927e-01 4.698994e-03 -4.260515e+00  2.954010e-02  9.209354e-04  9.246571e-05
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000008.dat
1579172078.097428 2.000000  4.768426e-01 1.891463e-02 -3.984501e+00  1.370771e-01  1.003726e-03  7.735853e-04
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000009.dat
1579172290.988279 2.000000  4.771684e-01 1.419079e-02 -4.110976e+00  9.809220e-02  3.806364e-03  1.181974e-03
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000010.dat
1579172503.882229 2.000000  4.774646e-01 9.438117e-03 -4.225992e+00  6.053057e-02  2.892996e-03  3.264168e-04
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000011.dat
1579172716.746194 2.000000  4.774011e-01 4.699727e-03 -4.265121e+00  2.884252e-02  1.006708e-03  1.376932e-04
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000012.dat
1579172930.128363 2.000000  4.770547e-01 1.892621e-02 -3.985150e+00  1.372462e-01  5.969965e-03  1.148215e-03
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000013.dat
1579173142.958645 2.000000  4.772782e-01 1.419088e-02 -4.113876e+00  9.819492e-02  1.012683e-03  8.912195e-04
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000014.dat
1579173355.839599 2.000000  4.775798e-01 9.433378e-03 -4.235298e+00  6.033474e-02  9.276264e-04  2.691266e-04
#  /mnt/luna/fridge2_rawdata/Nafen_cell/RUN5/DM5/flopper/2Hz_5p8A/Flopper_2Hz_5p8A_500mV_000015.dat
